"23","[('1013', 4.6255947886145456), ('1027', 4.4858293898998935), ('1054', 4.4591871992119456), ('1023', 4.3762372584876701), ('1056', 4.3627782408490647), ('1024', 4.3602610485056212), ('1015', 4.0409932814007732), ('1000', 3.997461358269518), ('1053', 3.9399170049291503), ('1032', 3.925263129551007)]"
"24","[('1052', 4.3665508653121883), ('1035', 4.2564438524450638), ('1015', 4.1869152402773819), ('1029', 4.1486978448674927), ('1016', 4.0785717202494167), ('1039', 4.0743905248672982), ('1017', 4.0604353028124676), ('1013', 4.031793580399853), ('1021', 4.0011664181183102), ('1020', 3.9255193858410347)]"
"25","[('1018', 5), ('1053', 4.3918018514115484), ('1030', 4.2867566406042288), ('1029', 4.2401579128571409), ('1019', 4.2320992644060063), ('1013', 4.1774164420481226), ('1027', 4.1199731468878147), ('1054', 4.10413007331708), ('1035', 4.1023350146375677), ('1010', 4.0987918660556222)]"
"26","[('1024', 4.2988181398870111), ('1030', 4.2443202861523766), ('1010', 4.2413641599284162), ('1054', 4.140628289936398), ('1037', 4.1331484655216171), ('1043', 4.064201489126618), ('1046', 4.0609658702068963), ('1040', 3.9684866672944308), ('1006', 3.946282709763377), ('1016', 3.8919029595651757)]"
"27","[('1023', 4.7235497723678783), ('1027', 4.5688924080717461), ('1013', 4.5103008005696523), ('1026', 4.5095742371032541), ('1041', 4.2337195164875414), ('1024', 4.224059204305302), ('1030', 4.166950804357791), ('1044', 4.0741084512949453), ('1010', 4.0406384380575977), ('1032', 3.9644333502005136)]"
"28","[('1001', 4.3054647432496909), ('1035', 4.1979329546602751), ('1000', 4.1230304857504807), ('1024', 4.0702344165285949), ('1008', 4.0564359876020637), ('1027', 4.0564359876020628), ('1053', 4.039723257531243), ('1002', 3.9486080795001293), ('1028', 3.9265122757864632), ('1054', 3.9076757176164585)]"
"29","[('1012', 4.6621987278869899), ('1045', 4.6604920590746337), ('1031', 4.6022834402518633), ('1039', 4.5672254184797483), ('1041', 4.4077757090854615), ('1056', 4.3525514192285808), ('1014', 4.3329971663453426), ('1040', 4.3276270053205543), ('1054', 4.2631544570582038), ('1053', 4.2405840821172971)]"
"30","[('1029', 4.6408765976778525), ('1035', 4.442023750209338), ('1043', 4.2307874763672384), ('1019', 4.1946249081056202), ('1053', 4.1592646730888969), ('1014', 4.1511508390151182), ('1042', 4.1294096010861736), ('1054', 4.1110786870495479), ('1000', 4.1025651991631138), ('1056', 4.1013773738847039)]"
"31","[('1046', 4.3419803413428033), ('1053', 4.2611687321314298), ('1011', 4.2251655242074762), ('1056', 4.1450343408107813), ('1041', 4.0470398572783566), ('1037', 4.0374310601029624), ('1018', 4.0025492463873347), ('1024', 3.9936700117286201), ('1019', 3.991966220761046), ('1039', 3.9859488296627497)]"
"32","[('1020', 4.3794251400524411), ('1035', 4.3502553475382726), ('1013', 4.2433501587614337), ('1044', 4.2408231485081913), ('1000', 4.2036950420068546), ('1046', 4.1125325818714495), ('1024', 4.081162934331366), ('1054', 4.0795275187619646), ('1019', 3.9427896183780802), ('1026', 3.850232507692394)]"
"33","[('1003', 4.3226931321681974), ('1023', 4.2938634871376884), ('1053', 4.2135113281694165), ('1015', 4.1867614970628555), ('1030', 4.1809294176182163), ('1028', 4.1655104282005535), ('1000', 4.161043098493213), ('1035', 4.1545601616583898), ('1041', 4.1487153450707659), ('1046', 4.1295538323363239)]"
"34","[('1027', 5), ('1039', 4.7056618402334509), ('1026', 4.5581544731889938), ('1020', 4.2858515695118049), ('1016', 4.2313518581272049), ('1030', 4.0847964590648624), ('1019', 4.0559107007195605), ('1053', 4.0197160062878021), ('1015', 3.9663302227800719), ('1018', 3.9439002056330827)]"
"35","[('1030', 4.637308018868139), ('1027', 4.3849528623330096), ('1052', 4.3073312171952987), ('1031', 4.265981793192787), ('1016', 4.115512901482739), ('1040', 4.0788766440602977), ('1056', 3.994260839978959), ('1038', 3.9754943924081041), ('1055', 3.9009818745608422), ('1041', 3.8564855545065697)]"
"36","[('1035', 4.8580362236752457), ('1011', 4.4013031236290319), ('1056', 4.3671035208097351), ('1024', 4.3594431530702913), ('1015', 4.3184302537888017), ('1053', 4.2968339394389741), ('1012', 4.2701031871868906), ('1039', 4.2370608284586115), ('1023', 4.044529344821032), ('1050', 4.0402786863492643)]"
"37","[('1000', 4.5430305946468943), ('1046', 4.3340605865646831), ('1014', 4.2859269740646928), ('1017', 4.2024228819305653), ('1042', 4.1583829165495008), ('1054', 4.1481782021272373), ('1030', 4.097355780523289), ('1034', 3.9836378859252282), ('1012', 3.9553677508368081), ('1039', 3.9488822451125225)]"
"38","[('1030', 4.7447363391506325), ('1027', 4.5589363332650086), ('1014', 4.5240554834272144), ('1010', 4.4427541828337818), ('1044', 4.3652222686125937), ('1016', 4.2032253523213354), ('1037', 4.1900470924999951), ('1045', 4.0641979366681857), ('1043', 4.0437223520108327), ('1026', 4.02844715549129)]"
"39","[('1032', 4.6319506352436424), ('1041', 4.3826429400395952), ('1053', 4.3011565013392765), ('1030', 4.2487514566499573), ('1026', 4.0907285185836892), ('1020', 4.0354457601978417), ('1035', 3.9480683624826844), ('1038', 3.8324227770925408), ('1054', 3.7578928229311619), ('1040', 3.7380064700282576)]"
"40","[('1010', 4.5734789169964492), ('1032', 4.3632411523534032), ('1026', 4.3425733270314097), ('1045', 4.3088896294931853), ('1011', 4.1857763922622162), ('1016', 4.1850508318173798), ('1044', 4.1707248938621699), ('1054', 4.1685002939792355), ('1043', 4.1279417763427846), ('1028', 4.1165788528398144)]"
"41","[('1053', 4.7904843729778204), ('1003', 4.6330104183012653), ('1000', 4.452119752848426), ('1039', 4.3797315324956134), ('1040', 4.3591927496464296), ('1042', 4.280474316657112), ('1034', 4.2735916882197262), ('1051', 4.2170050561151928), ('1035', 4.192865925833714), ('1029', 4.1409559577558586)]"
"42","[('1027', 4.5471787211163308), ('1000', 4.3689683442483336), ('1024', 4.1110252955738158), ('1038', 4.1105055594482067), ('1026', 3.9207868538802426), ('1055', 3.8782906854140284), ('1053', 3.8438649935602158), ('1003', 3.8354803880640662), ('1012', 3.7825636674717344), ('1008', 3.7669576424762536)]"
"43","[('1014', 4.7499984943512779), ('1030', 4.6937522617522394), ('1027', 4.2993805640819485), ('1022', 4.2632640132771487), ('1038', 4.2202370089278372), ('1017', 4.2016406322265558), ('1050', 4.1427870081532898), ('1024', 4.0507619336147354), ('1045', 4.0502759936480972), ('1020', 3.9902052761941698)]"
"44","[('1053', 4.6395688329384921), ('1035', 4.4433417083490969), ('1040', 4.3726736044216006), ('1024', 4.2498150610642469), ('1043', 4.2384870201341132), ('1032', 4.1199129215739294), ('1027', 4.0755074139526464), ('1054', 4.0067830135078415), ('1030', 3.9414841426050944), ('1016', 3.8327638911752797)]"
"45","[('1043', 4.8053062677212033), ('1012', 4.2794227409888173), ('1024', 4.2549045900066176), ('1031', 4.2499063463716045), ('1001', 4.2384541730163381), ('1053', 4.2231037507523812), ('1004', 4.1248299186058626), ('1011', 4.0989166821555516), ('1027', 4.0143192887451455), ('1041', 4.0020368208115054)]"
"46","[('1030', 4.8120431921573301), ('1052', 4.6159555912583539), ('1039', 4.501575929177176), ('1035', 4.4596243291062621), ('1029', 4.3845028308991081), ('1014', 4.2039839234681731), ('1054', 4.2008946800624649), ('1016', 4.195530299149973), ('1031', 3.9618295594046709), ('1024', 3.9603492459060838)]"
"47","[('1031', 4.8615796585586812), ('1017', 4.8333976294841987), ('1053', 4.8276106069483298), ('1012', 4.5876908942829759), ('1039', 4.3977812092913746), ('1024', 4.2371079287977915), ('1013', 4.1537127422820461), ('1003', 4.1450304762062178), ('1021', 4.1047156347488469), ('1049', 4.1027750912989136)]"
"48","[('1027', 4.7892977754234707), ('1000', 4.4514495559666942), ('1015', 4.4467591742787658), ('1051', 4.3044380383206589), ('1017', 4.249035352066489), ('1043', 4.2421071770688386), ('1037', 4.225267652059574), ('1016', 4.1804690982113613), ('1041', 4.1662967913527726), ('1035', 4.1310731679396753)]"
"49","[('1026', 4.6114033160525434), ('1000', 4.5769791240629933), ('1039', 4.5389333704687633), ('1033', 4.5126610888696916), ('1043', 4.4592411578513209), ('1046', 4.433152109274495), ('1056', 4.4212654882029065), ('1011', 4.3260929156122101), ('1035', 4.2941561619495952), ('1041', 4.2577098825956812)]"
"50","[('1032', 4.4323409278719152), ('1054', 4.1624004838261186), ('1005', 4.0886294576760251), ('1056', 4.0728593858697932), ('1011', 3.7965574094937837), ('1004', 3.7774529755023774), ('1027', 3.6837440106746482), ('1052', 3.5803961812676985), ('1031', 3.5768008391199779), ('1012', 3.5529790960749104)]"
"51","[('1030', 4.7113988369836441), ('1010', 4.3384999267176667), ('1012', 4.2494983849746299), ('1000', 4.1772033594137179), ('1015', 4.1556641112066286), ('1013', 4.0469963962178248), ('1039', 4.0116759433712996), ('1050', 3.9061601987653076), ('1017', 3.8671376773463337), ('1027', 3.8557677756189879)]"
"52","[('1039', 4.2225112804016858), ('1020', 4.1541280838939318), ('1027', 4.1414958393583543), ('1003', 4.0209386721572473), ('1010', 3.8445228808203198), ('1040', 3.8384611217720641), ('1041', 3.7842550778335622), ('1052', 3.7409480364725387), ('1000', 3.7053384184431191), ('1016', 3.6880142436659562)]"
"53","[('1027', 4.1540006279045896), ('1046', 3.8676585178816163), ('1013', 3.8188198004216818), ('1001', 3.8066883917248941), ('1012', 3.7626933756253225), ('1008', 3.6902906607622747), ('1050', 3.6755428713546365), ('1055', 3.6739500280116619), ('1054', 3.6722038435821074), ('1033', 3.6020282254999039)]"
"54","[('1042', 4.8237810758095021), ('1039', 4.6233628049310553), ('1046', 4.6028744276865652), ('1054', 4.5911506339351869), ('1000', 4.4813934107544471), ('1056', 4.3858768341647316), ('1035', 4.3786643548376496), ('1011', 4.2602980104274675), ('1024', 4.2353799078263492), ('1015', 4.1333758701373524)]"
"55","[('1044', 4.4661568565209997), ('1024', 4.2532351395477423), ('1032', 4.1474700351486664), ('1031', 4.14543337717814), ('1053', 4.0870123549775466), ('1012', 4.0683470776066377), ('1020', 4.0313133514262711), ('1050', 4.0193920591371359), ('1009', 3.9895375235986235), ('1010', 3.947828797142733)]"
"56","[('1012', 4.5792701043539052), ('1000', 4.5031685812713018), ('1038', 4.2991787201984648), ('1041', 4.1925546133708504), ('1040', 4.1710847794083206), ('1006', 4.1374197404135566), ('1045', 4.098697022274429), ('1043', 4.0825926949109155), ('1028', 4.0815457989364816), ('1009', 4.050936633214361)]"
"57","[('1024', 4.8770240617307561), ('1038', 4.7192529033444686), ('1020', 4.644012941233548), ('1053', 4.6389141294318881), ('1006', 4.5717903052969611), ('1000', 4.5491314538867336), ('1029', 4.534081847452196), ('1011', 4.5233048123227446), ('1030', 4.4632970063478155), ('1027', 4.3662456130084148)]"
"58","[('1033', 4.1446814625895581), ('1020', 3.8883613955101657), ('1011', 3.8811669905858279), ('1054', 3.869973538993325), ('1024', 3.8511054277485237), ('1010', 3.8234841528904657), ('1032', 3.7963709224244004), ('1026', 3.7681113271582189), ('1035', 3.6909866942623974), ('1021', 3.679770797428346)]"
"59","[('1053', 4.790574242481096), ('1033', 4.3471404870340118), ('1037', 4.0249442855754376), ('1054', 4.017866331579512), ('1017', 3.9932852720595058), ('1031', 3.9820388012999297), ('1029', 3.9173529924335893), ('1023', 3.8886135389223484), ('1019', 3.8787640034048412), ('1046', 3.8278824806091443)]"
"60","[('1041', 4.76499852229467), ('1044', 4.4893141967849566), ('1010', 4.4067668487212934), ('1003', 4.3848863176548178), ('1011', 4.3660223133072726), ('1035', 4.2673444383610137), ('1016', 4.2289542388940848), ('1002', 4.2112742562250078), ('1020', 4.1845122796588559), ('1027', 4.1254079173825247)]"
"61","[('1041', 4.7848145826055255), ('1027', 4.4330289399620666), ('1032', 4.2456541718170948), ('1010', 4.2455119241613781), ('1012', 4.1093781507717075), ('1008', 4.0832323440485121), ('1020', 4.0762057941532159), ('1055', 4.0068594585439534), ('1011', 3.9520149261618851), ('1039', 3.9289834915174855)]"
"62","[('1046', 4.5315181012419412), ('1003', 4.456333132816912), ('1007', 4.4335770357610009), ('1027', 4.4267393515748754), ('1030', 4.3137764126432989), ('1048', 4.2487215836436434), ('1000', 4.2360810842525254), ('1025', 4.2066580916501541), ('1014', 4.1690891459557964), ('1010', 4.1312060689774741)]"
"63","[('1030', 4.2826658098857182), ('1044', 4.0028229100476169), ('1054', 3.9491419114870951), ('1017', 3.9362148850151071), ('1045', 3.9023335159105863), ('1040', 3.8721105063711434), ('1024', 3.8072244657562329), ('1046', 3.8032711408094206), ('1052', 3.7891772530921948), ('1011', 3.7195212197643968)]"
"64","[('1012', 4.7192939453059379), ('1032', 4.3495780027922715), ('1014', 4.3424366628090389), ('1050', 4.2979725491579934), ('1000', 4.1849549538262067), ('1023', 4.1679176485991842), ('1016', 4.1313730120770966), ('1013', 4.1219085681434722), ('1025', 4.0129026398640191), ('1044', 3.9931049467475086)]"
"65","[('1027', 4.9870588494921968), ('1053', 4.9186092026354586), ('1011', 4.741983335700068), ('1020', 4.6385495207689038), ('1039', 4.5252484602869556), ('1024', 4.5146577848775413), ('1013', 4.3670973136446998), ('1021', 4.3194032841977208), ('1034', 4.3181451541240206), ('1045', 4.2888989162798525)]"
"66","[('1035', 4.2454412163932123), ('1025', 4.2324059282324695), ('1046', 4.2147842891746539), ('1020', 4.212061254520453), ('1012', 4.1245942378981919), ('1042', 4.1209159336353007), ('1015', 4.1147828128818782), ('1026', 4.109850143169564), ('1043', 4.0789083168693985), ('1000', 4.0743862621252216)]"
"67","[('1023', 4.9047038299359205), ('1054', 4.6783120051042637), ('1035', 4.6095816653834509), ('1027', 4.515169297228856), ('1026', 4.4111874334078474), ('1010', 4.1859517859436526), ('1043', 4.1853658074163098), ('1039', 4.1146419844561919), ('1028', 4.0663025765390524), ('1052', 4.0484412938617407)]"
"68","[('1030', 4.4221521801929038), ('1003', 4.3196402511910712), ('1024', 4.3119325224410998), ('1053', 4.2839046072885782), ('1009', 4.1520533753665658), ('1017', 4.0815108209857476), ('1039', 4.0593783956625487), ('1021', 4.0579799669215797), ('1000', 4.0326147281897944), ('1050', 4.0267163144475973)]"
"69","[('1006', 4.8289154136578052), ('1029', 4.4547891903224581), ('1039', 4.4465528931154497), ('1054', 4.3689165856534915), ('1003', 4.2904054504010034), ('1010', 4.2456328245422297), ('1040', 4.2439877485076369), ('1028', 4.1893944535750203), ('1035', 4.179056368627676), ('1013', 4.1582882250113116)]"
"70","[('1039', 4.9084779818869606), ('1035', 4.8300461081738337), ('1051', 4.8212225709377812), ('1046', 4.6225044742829224), ('1024', 4.3382130610078269), ('1011', 4.3010407415302732), ('1032', 4.1373169858130385), ('1034', 4.0713354286484114), ('1037', 4.0686375891144007), ('1038', 4.0302770422758973)]"
"71","[('1000', 5), ('1056', 4.6458038885638286), ('1051', 4.6425155674175267), ('1019', 4.4878275109067953), ('1027', 4.3319197444292925), ('1041', 4.2960528249070569), ('1015', 4.2896128888546761), ('1018', 4.2596780235301628), ('1032', 4.1871261296798483), ('1008', 4.1664505228740678)]"
"72","[('1052', 4.6706784987718599), ('1027', 4.584239208461808), ('1053', 4.3900551905745289), ('1012', 4.3494744779815635), ('1015', 4.3257839088522356), ('1001', 4.2515339521661746), ('1030', 4.191750204289197), ('1045', 4.1233473795069928), ('1013', 3.9926971361078269), ('1046', 3.9830029078498494)]"
"73","[('1018', 4.8998322016014502), ('1035', 4.6468191785902588), ('1000', 4.4464763358831032), ('1024', 4.2598735126216791), ('1028', 4.143908389421334), ('1046', 4.1392830523639086), ('1026', 4.1251961715970458), ('1052', 4.0797250842905788), ('1030', 3.9747803770421846), ('1005', 3.9628042914703072)]"
"74","[('1013', 4.9084077033206732), ('1000', 4.8271317942061858), ('1035', 4.6938606485542271), ('1024', 4.3839888523183186), ('1041', 4.2917860275049966), ('1015', 4.2707900823320966), ('1054', 4.2256590289822169), ('1003', 4.193802747483236), ('1032', 4.167720214121756), ('1011', 4.1154914985775264)]"
"75","[('1030', 4.2434824439419785), ('1029', 4.165600270825748), ('1016', 4.1504844047067939), ('1017', 4.144621226654797), ('1013', 4.1160064664050671), ('1041', 4.0189969335156901), ('1027', 4.0183814242988474), ('1018', 3.9857131863176773), ('1039', 3.9547747113779517), ('1044', 3.9433861001113955)]"
"76","[('1006', 4.6047494443849875), ('1000', 4.4764089753831193), ('1030', 4.3439062632571588), ('1010', 4.340805321091886), ('1041', 4.2870035732368992), ('1012', 4.1958569098930374), ('1031', 4.0956442621151945), ('1004', 4.0627083277390135), ('1017', 4.0395456890815753), ('1013', 4.0384517786715968)]"
"77","[('1039', 4.7353017138006752), ('1038', 4.3578250804639751), ('1016', 4.3210137579333203), ('1030', 4.3160426789182091), ('1011', 4.2015172448962801), ('1003', 4.1992374099662495), ('1013', 4.1684914771444657), ('1026', 4.1532813931770338), ('1000', 4.0524363920986577), ('1012', 4.036831792917428)]"
"78","[('1035', 4.5176413883788182), ('1000', 4.484168633350488), ('1008', 4.3367970017121316), ('1012', 4.2723896774822041), ('1017', 4.2346390289197586), ('1030', 4.204257764246722), ('1011', 4.1298020437350385), ('1040', 4.121218775511462), ('1052', 4.1090174196167029), ('1016', 4.0696261012648405)]"
"79","[('1027', 4.3984340604552647), ('1024', 4.1050167186616466), ('1030', 3.9848449932775689), ('1000', 3.8205809174823049), ('1010', 3.7480247291389981), ('1028', 3.7172781943867355), ('1005', 3.7089279320587991), ('1045', 3.6900573228070219), ('1041', 3.6754312296764335), ('1016', 3.6584864641297448)]"
"80","[('1011', 4.7682897568627247), ('1032', 4.4387503410109224), ('1019', 4.4024156159896695), ('1010', 4.2942746019048057), ('1046', 4.2305239053519932), ('1035', 4.1995559861271143), ('1003', 4.1026492514230872), ('1000', 4.0661820214426108), ('1041', 4.0515862297265093), ('1033', 4.0199836922843843)]"
"81","[('1000', 4.8615357022480321), ('1012', 4.8170890413777387), ('1041', 4.4132070136785142), ('1039', 4.3681377649621744), ('1050', 4.2100577975700091), ('1002', 4.2012866006050471), ('1027', 4.1954263253689028), ('1016', 4.0577417736936576), ('1017', 3.9732196018784491), ('1026', 3.9251757786724979)]"
"82","[('1000', 5), ('1056', 5), ('1055', 4.7813260521129299), ('1037', 4.7057651984620978), ('1038', 4.7036131026433745), ('1018', 4.5891065652358192), ('1033', 4.5509008707001861), ('1027', 4.5010119627947365), ('1017', 4.483529774855648), ('1044', 4.2526630151996923)]"
"83","[('1012', 5), ('1027', 4.5343950508344033), ('1054', 4.4661093593858698), ('1045', 4.3876858275578066), ('1049', 4.3348453268621858), ('1013', 4.2285312028706201), ('1043', 4.2109639593164365), ('1010', 4.1853413067805016), ('1056', 4.0143163043231374), ('1037', 3.9930801160029392)]"
"84","[('1042', 4.8674088705969565), ('1018', 4.7988417964455516), ('1039', 4.5826240930965474), ('1024', 4.5424250900318777), ('1053', 4.4387583896618725), ('1030', 4.3761358527216929), ('1041', 4.2347682966253952), ('1054', 4.1663262196749145), ('1032', 4.0752304047075594), ('1011', 4.0600511887124577)]"
"85","[('1034', 4.5009207721834787), ('1053', 4.4373461341894096), ('1045', 4.243052053054309), ('1030', 4.2299902359328296), ('1039', 4.1390309518021118), ('1000', 4.0601728765142875), ('1052', 3.9605203709118015), ('1005', 3.9343096297338378), ('1023', 3.7843187463947525), ('1015', 3.7374555173987924)]"
"86","[('1016', 4.9674461743546727), ('1012', 4.7561178477705264), ('1020', 4.4795415161325449), ('1032', 4.3147101365207341), ('1031', 4.2847780423986777), ('1024', 4.1488615840116587), ('1040', 4.0969505538185089), ('1046', 4.0677425036598249), ('1042', 4.0588675899801911), ('1033', 4.0060843048193453)]"
"87","[('1035', 4.5074694983200247), ('1019', 4.464729048262563), ('1037', 4.3131663291867257), ('1010', 4.2958822550923115), ('1005', 4.2106829830130685), ('1051', 4.1965040927816757), ('1008', 3.9461100053363141), ('1024', 3.9108017343939601), ('1017', 3.8733003386171561), ('1009', 3.8032932510955577)]"
"88","[('1014', 4.4926058080284088), ('1043', 4.4435431302349446), ('1039', 4.2405326841188042), ('1026', 4.1130108900869784), ('1054', 4.0788708293879088), ('1034', 4.0687174876976515), ('1045', 4.0494445050153436), ('1008', 4.0136842678676237), ('1012', 3.8913991935528083), ('1023', 3.8862520500274802)]"
"89","[('1041', 5), ('1006', 4.8680734980131044), ('1003', 4.8655449683166045), ('1028', 4.7320827998649815), ('1023', 4.6664449196624629), ('1024', 4.6235144337772809), ('1039', 4.6128115866647716), ('1013', 4.5332527856805234), ('1040', 4.5262600028197397), ('1034', 4.5139348059902531)]"
"90","[('1042', 4.8908009785519386), ('1053', 4.6486349060594119), ('1000', 4.5850281445324201), ('1003', 4.5557737007624839), ('1017', 4.5320435695858965), ('1027', 4.328212706872562), ('1013', 4.2753900288740256), ('1039', 4.2395533101218117), ('1028', 4.2328116581518138), ('1024', 4.2261490838925484)]"
